PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
115742,3,"Holt, Kenneth",male,18.0,0,0,25945,10.15,,S,0
115743,3,"Costales, Joseph",male,20.0,0,0,9584,9.36,,Q,0
115746,3,"Ledbetter, Gerald",male,18.0,1,0,12719,9.8,,S,0
115747,3,"Peterson, John",male,29.0,0,0,48604,30.08,,S,0
115748,2,"Waugh, Jon",male,44.0,0,0,434692,10.53,,S,0
115750,1,"Collins, Martha",female,21.0,2,1,27524,30.92,C22705,C,1
115752,3,"Madden, Gerald",male,29.0,1,0,,11.53,,S,0
115755,3,"Barrios, Leonard",male,28.0,0,0,218655,12.11,,S,0
115759,1,"Sortore, Steven",male,26.0,1,0,12644,74.43,,S,0
115760,3,"Feliciano, Jake",male,24.0,0,0,317094,8.02,,Q,0
115764,3,"Anderson, Geoffrey",male,53.0,0,0,452336,16.72,,S,0
115765,3,"Miller, George",male,,1,0,280070,27.9,,S,0
115766,1,"Wilson, Aiko",female,44.0,0,1,A/4. 334000,9.64,F12673,C,1
115767,3,"Ortiz, Johnny",male,58.0,1,0,26547,32.58,,S,0
115770,2,"Royals, Christopher",male,20.0,0,0,F.C.C. 38451,12.82,,S,0
115772,1,"Hernandez, Wesley",male,,0,0,10930,9.85,,S,0
115775,3,"Jacobsen, Stephen",male,19.0,4,2,A. 422660,9.21,,Q,0
115777,1,"Thomas, Brian",male,52.0,0,0,181758,10.48,A4204,S,0
115778,3,"Dougan, Jose",male,51.5,1,2,22659,13.31,,S,0
115779,3,"Battson, Michael",male,24.0,1,0,,12.88,,C,0
115780,1,"Goard, Aida",female,24.0,0,1,25721,35.87,C8224,Q,1
115781,1,"Biddle, Justin",male,26.0,1,2,186836,24.13,A11517,C,0
115783,1,"Tarvis, Margaret",female,22.0,0,2,PC 25247,230.22,B14763,C,1
115784,3,"Brown, Oscar",male,22.0,0,0,,11.04,,S,0
115785,2,"Pittman, Justin",male,19.0,1,0,63450,8.22,,S,0
115789,3,"Booth, Jeremy",male,20.0,0,0,W./C. 487921,78.52,,S,0
115792,3,"Dimaio, William",male,30.0,0,0,10905,7.15,,S,0
115795,3,"Coleman, Scott",male,24.0,0,0,14579,13.04,,S,0
115797,3,"Sellars, Richard",male,49.0,0,0,450967,8.88,,Q,0
115799,3,"Green, Sam",male,35.0,0,0,7989,9.86,,Q,0
115800,1,"Barginear, Ellen",female,23.0,0,2,PC 199706,166.79,B6424,C,1
115802,3,"Fouse, Carlos",male,29.0,0,0,15092,8.45,,S,0
115806,3,"Harris, Robert",male,49.0,0,0,23466,11.72,,S,0
115807,3,"Thomas, Cory",male,31.0,0,0,35673,10.63,,S,0
115808,3,"Iglesias, Jay",male,23.0,0,0,47221,13.67,,S,0
115809,1,"Viera, Walter",male,,0,0,409024,15.51,,S,0
115810,3,"Simoneau, Leonard",male,41.0,1,0,A. 14834,8.66,,S,0
115811,1,"Wright, Louis",male,28.0,0,0,420296,53.4,A12767,S,0
115812,3,"Bloxham, William",male,24.5,0,0,,14.54,,S,0
115814,3,"Ellis, Michael",male,23.0,0,0,32636,7.02,,S,0
115819,3,"Mora, Alejandro",male,53.0,4,1,A. 14176,9.42,,S,0
115820,3,"Commodore, Daniel",male,39.0,0,0,455486,15.53,,S,0
115821,3,"Chu, Robert",male,35.0,0,0,10257,9.53,,S,0
115822,3,"Johnson, Guy",male,20.0,0,1,A. 4314804,3.85,,S,0
115823,3,"Pennell, Albert",male,25.0,0,0,F.C.C. ,9.14,,S,0
115825,1,"Larson, Catherine",female,34.0,1,0,420046,34.23,C12486,C,1
115826,3,"Semaan, William",male,53.0,0,0,44552,5.59,,S,0
115828,3,"Mccarter, Carl",male,16.0,0,1,A. 4133406,9.72,,S,0
115830,3,"Staton, Anthony",male,23.0,0,0,11187,5.46,,S,0
115831,3,"Bacon, Austin",male,20.0,4,2,A. 462393,6.86,,S,0
115834,3,"Browne, Samuel",male,31.0,0,0,S.O.C. 422090,10.03,,S,0
115835,3,"Fields, Nicholas",male,51.0,1,0,A/5. 16990,10.27,,S,0
115837,3,"Meador, Antoine",male,24.0,0,0,454443,11.13,,S,0
115838,3,"Conley, Christopher",male,24.0,0,0,407264,27.89,,S,0
115839,1,"Hufford, Ana",female,27.0,0,2,PC 10674,265.62,B13201,C,1
115841,3,"Austin, Walter",male,23.0,1,0,,9.06,,S,0
115842,2,"Logan, Richard",male,23.0,0,0,26000,8.75,,S,0
115843,3,"Hazel, Charles",male,26.0,0,0,19060,9.26,,S,0
115844,3,"Tate, Christopher",male,19.0,4,2,A. 28720,7.32,,S,0
115847,3,"James, Charles",male,17.0,0,0,11715,15.73,,S,0
115850,2,"Lowden, Elizabeth",female,26.0,0,0,44287,32.75,F19654,S,1
115851,3,"Blackard, James",male,24.0,1,0,318833,11.41,,Q,0
115852,1,"Sims, David",male,64.0,1,0,14941,218.53,,S,0
115855,3,"Patel, Andrew",male,18.0,1,0,3944170,29.14,,S,0
115856,3,"Buckner, Bobby",male,37.0,0,0,24871,9.32,,S,0
115858,3,"Pettit, Christopher",male,0.58,0,0,12110,15.2,,S,0
115861,3,"Cherry, Guy",male,21.0,1,1,A. 410400,5.38,,S,0
115862,2,"Stebbins, Drew",male,35.0,0,0,48271,11.87,A21030,S,0
115863,2,"Tieman, Jerry",male,25.0,0,0,415466,94.13,,S,0
115865,3,"Wright, Steven",male,54.0,0,0,4350461,12.4,,S,0
115868,3,"Mills, Andres",male,20.0,0,0,4148173,6.46,,S,0
115869,3,"Challender, Joshua",male,29.0,0,0,SC/AH 26144,18.99,A3057,S,0
115871,3,"Tavolario, Demetrius",male,28.0,0,0,49914,14.65,,S,0
115874,1,"Spalla, Jackson",male,33.0,2,0,498834,64.93,,S,0
115875,3,"Windham, Kimberly",female,37.0,0,0,33895,24.86,C21458,C,1
115876,3,"Dreessen, Glenn",male,36.0,0,0,37495,9.78,,S,0
115877,1,"Davis, Della",female,25.0,0,0,27047,197.7,C13815,S,1
115880,3,"Vaughn, Jeffrey",male,34.0,0,0,295798,11.62,,S,0
115881,1,"Hills, Lois",female,22.0,1,0,PC 410539,206.98,B6211,C,1
115884,3,"Schmidt, Norman",male,59.0,0,0,C.A. 196901,14.51,,S,0
115885,3,"Olney, Jack",male,39.0,1,0,404579,12.71,,S,0
115888,3,"Davis, James",male,24.0,0,0,11066,9.76,,S,0
115889,3,"Neal, Matthew",male,32.0,0,0,18633,14.25,,S,0
115890,1,"Orr, Dorothy",female,21.0,1,2,PC 189073,180.29,C8178,C,1
115891,3,"Mulholland, Alex",male,24.0,1,0,193272,12.08,,S,0
115892,3,"Dyer, Henry",male,23.0,0,0,35738,4.37,,S,0
115895,3,"Dillon, Gary",male,54.0,0,2,6804,11.65,,S,0
115896,3,"Piraino, William",male,23.0,1,0,35903,9.24,,S,0
115897,3,"Fields, Cornelius",male,22.0,0,0,27833,8.81,,S,0
115899,1,"Bergesen, Scott",male,43.0,0,0,16924,47.83,A10520,S,0
115901,3,"Mccloskey, Allen",male,1.0,1,1,423872,13.86,,S,0
115902,3,"Loos, Charles",male,3.0,1,1,SC/AH 38938,7.63,,S,0
115903,1,"Wang, Fred",male,30.0,1,0,34518,73.03,,S,0
115904,3,"Raynor, Jesse",male,27.0,0,0,10787,11.34,,S,0
115905,3,"Ashburn, Miguel",male,62.0,1,2,A. 29801,7.84,,S,0
115906,1,"Previte, Rachel",female,21.0,0,2,PC 11691,111.84,B12145,C,1
115908,3,"Crisp, Jonathan",male,51.0,0,0,15193,23.66,,S,0
115909,3,"Brown, Charlie",male,26.0,0,0,A. 416545,9.07,,S,0
115910,3,"Davis, Marc",male,23.0,0,0,8210,13.16,,S,0
115911,1,"Saunders, Alan",male,36.0,1,0,21619,56.63,,S,0
115912,1,"Joyce, Katie",female,52.0,0,0,22566,27.25,A21467,C,1
115913,1,"Borrow, Douglas",male,39.0,0,2,192514,55.94,A2241,S,0
115914,1,"Brown, Tamera",female,28.0,1,0,PC 220589,185.36,C10452,C,1
115916,3,"White, Roland",male,43.0,0,0,,10.5,,S,0
115918,3,"Elliott, Calvin",male,33.0,0,0,SOTON/OQ 509132,58.23,,S,0
115920,3,"Damore, James",male,23.0,1,0,10177,12.12,,C,0
115922,3,"Jenkins, James",male,24.0,0,0,14147,13.29,D8503,S,0
115925,3,"Scavotto, Joseph",male,23.0,0,0,14109,6.37,,S,0
115929,3,"Hill, Luis",male,27.0,1,0,,11.43,,C,0
115934,1,"Hendricks, Rodney",male,23.0,2,2,210287,79.37,,S,0
115935,3,"Smith, Donald",male,19.0,0,0,7296,14.0,,S,0
115936,3,"Crews, William",male,23.0,1,0,C.A. 17768,7.09,,S,0
115938,1,"Leitch, Walter",male,25.0,0,0,368793,12.5,,S,0
115939,3,"Xiong, Mark",male,18.0,0,0,444557,11.81,,S,0
115942,3,"Martinson, Joseph",male,20.0,0,0,224002,27.67,,S,0
115944,3,"Bergeron, Michael",male,26.0,0,0,455986,12.0,,S,0
115945,3,"Sides, Andrew",male,49.0,0,0,218367,7.84,,S,0
115948,3,"Pottinger, Calvin",male,22.0,1,0,442584,9.39,,S,0
115949,3,"Maohu, Kelly",female,24.0,0,0,35605,9.85,E3663,C,1
115953,3,"Sera, Robert",male,25.0,0,0,,7.18,,S,0
115955,3,"Savoy, Micheal",male,25.0,1,0,11685,87.98,,S,0
115959,1,"Conway, Gwendolyn",female,24.0,0,2,PC 27308,210.02,B16813,C,1
115962,1,"Gregory, Martha",female,46.0,0,2,25690,255.17,B21007,C,1
115963,3,"Myers, Thomas",male,55.0,1,2,415799,24.02,,S,0
115964,3,"Barber, Felipe",male,39.0,1,0,13550,54.11,,S,0
115969,3,"Mcintyre, Matthew",male,18.0,0,0,10634,16.47,,S,0
115970,3,"Fry, Coleman",male,21.0,4,1,A. 436216,8.85,,S,0
115972,3,"Lee, William",male,,1,0,STON/O ,11.33,,C,0
115973,3,"Carlsen, Manuel",male,19.0,0,0,C.A. 30203,9.87,,S,0
115974,1,"Fulton, Jesse",male,42.0,0,0,354681,11.45,A18013,S,0
115976,3,"Hrbacek, Richard",male,19.0,1,2,6903,14.55,,S,0
115977,2,"Simoneau, Richard",male,37.0,0,0,188569,11.77,,S,0
115978,3,"Patterson, Larry",male,20.0,0,0,9179,13.73,,S,0
115979,3,"Highshaw, Clayton",male,36.0,1,0,189009,31.84,,S,0
115980,2,"Priest, Desire",female,9.0,3,1,435097,27.67,E5595,S,1
115982,3,"Moore, Samuel",male,22.0,1,0,40402,12.86,,S,0
115983,3,"Arrowood, Joseph",male,20.0,1,0,STON/O2. 29383,27.68,,S,0
115984,3,"Shuler, Jose",male,19.0,0,0,36451,5.07,,S,0
115985,3,"Jones, Charles",male,47.0,1,0,9844,88.55,,S,0
115987,1,"Jarrell, Judy",female,48.0,1,0,PC 29112,246.18,B15143,C,1
115988,2,"Strong, James",male,19.0,0,0,25099,9.73,,S,0
115989,3,"Long, Roderick",male,42.0,0,0,12828,9.17,,Q,0
115990,3,"Morgan, James",male,25.0,1,0,353159,8.08,,S,0
115994,3,"Scott, Michael",male,25.0,0,0,17843,12.47,,S,0
115995,3,"Policare, Sherman",male,62.0,0,0,,14.83,,S,0
115997,2,"Merson, Larry",male,30.0,0,0,7641,9.82,,S,0
115998,2,"Savage, Scott",male,37.0,0,0,C.A. 445731,9.85,,S,0
115999,3,"Jackson, Milton",male,24.0,0,0,41323,10.82,,S,0
116000,3,"Wright, Thomas",male,11.0,0,0,7295,18.44,,S,0
116005,3,"Gray, Harold",male,58.0,0,0,226518,13.35,,Q,0
116006,3,"Lalonde, Robert",male,22.0,1,2,414843,8.87,,S,0
116007,2,"Cramblit, Jesse",male,24.0,0,0,471447,12.02,,S,0
116011,3,"Armstrong, Charles",male,21.0,0,2,3968787,8.53,,S,0
116012,3,"Tunstall, Kimberly",female,6.0,1,1,25247,33.34,F7285,C,1
116016,3,"White, Barry",male,33.0,0,0,386776,8.11,,S,0
116017,3,"Robinson, Gary",male,34.0,0,0,452693,26.86,,S,0
116019,3,"Bader, John",male,44.0,0,0,481047,9.56,,Q,0
116020,3,"Shahan, Larry",male,59.0,0,0,3900374,5.92,,S,0
116021,1,"Luffy, Aaron",male,29.0,0,0,PC 28016,59.93,A8692,S,0
116023,3,"Stoudt, William",male,25.0,0,0,347277,7.37,A13625,S,0
116026,3,"Lusk, James",male,39.0,0,0,51463,10.09,,Q,0
116030,3,"Hope, Raymundo",male,36.0,0,0,9457,7.42,,S,0
116031,1,"Harris, Delores",female,28.0,1,1,PC 29145,212.13,B9578,C,1
116033,3,"Davenport, Jim",male,57.0,0,0,348788,153.0,A18074,S,0
116034,3,"Grullon, Timothy",male,22.0,0,0,45567,5.62,,S,0
116037,3,"Abernathy, George",male,20.0,0,0,23247,6.42,,S,0
116038,3,"Wilcox, Lucien",male,32.0,0,0,,9.02,,S,0
116039,1,"Severson, Dennis",male,33.0,0,0,20830,294.81,A4464,S,0
116040,3,"Arnold, Marcus",male,37.0,4,1,A. 4023707,5.96,,S,0
116047,3,"Lazaroff, Donald",male,58.0,0,0,28222,9.65,,S,0
116048,1,"Winters, Jose",male,45.0,0,3,12796,73.91,,S,0
116049,3,"Donahue, Jose",male,25.0,0,0,14918,13.55,,S,0
116050,3,"Lawson, David",male,27.0,1,1,26092,10.08,,S,0
116051,3,"Penland, Joshua",male,42.0,1,0,477442,12.6,,S,0
116052,3,"Juarez, Paul",male,25.0,0,0,12991,12.67,,S,0
116054,3,"Hicks, Gary",male,7.0,1,2,452975,13.48,,S,0
116060,3,"Mcfate, William",male,47.0,0,0,SC/PARIS 484053,9.22,,S,0
116063,3,"Moore, Carol",female,6.0,0,1,399117,33.7,,C,1
116064,3,"Griffith, William",male,45.0,1,0,43046,83.94,,Q,0
116065,3,"Bohannon, Hector",male,22.0,0,0,9527,13.23,,S,0
116067,3,"Russell, George",male,20.0,0,0,F.C.C. 30292,7.78,,S,0
116068,2,"Wert, Marcela",female,51.0,0,0,338676,7.79,F7568,C,1
116071,3,"Charles, Henry",male,21.0,0,0,39634,5.53,,S,0
116072,3,"Barela, John",male,20.0,0,0,11225,12.45,,S,0
116074,3,"Sartin, Alan",male,22.0,0,0,338860,6.78,,S,0
116075,3,"Morris, Jose",male,34.0,0,0,24839,10.54,,S,0
116076,1,"Decker, Evelyn",female,22.0,0,1,PC 44373,31.6,C7511,C,1
116078,3,"Duncan, John",male,30.0,0,0,15422,7.3,,S,0
116079,3,"Tijerina, Kenny",male,21.0,0,0,10776,13.12,,S,0
116081,1,"Hawkins, Ed",male,44.0,1,0,195110,53.14,A13991,S,0
116083,3,"Woodham, Herbert",male,56.0,1,0,19141,7.3,,S,0
116087,3,"Hansberger, Virgil",male,,1,0,424048,11.52,,S,0
116088,3,"Odom, Andy",male,20.0,0,0,474657,14.36,,S,0
116089,3,"Piatt, Albert",male,15.0,0,0,325650,13.79,,S,0
116094,3,"Webster, Steven",male,50.0,2,2,446860,28.06,,S,0
116097,3,"Reid, John",male,,0,0,28586,12.96,,S,0
116099,3,"Acuna, David",male,27.0,0,0,F.C.C. 4410076,21.06,,S,0
116100,3,"Downes, Randy",male,48.0,0,0,W./C. 24783,8.91,,S,0
116102,1,"Block, Stella",female,23.0,0,2,PC 487488,223.02,B18051,C,1
116103,1,"Irwin, Clarice",female,35.0,0,2,PC 24531,199.49,C21264,C,1
116104,3,"Clark, Johnnie",male,62.0,1,0,481505,33.67,,S,0
116108,3,"Blasen, Roger",male,23.0,1,2,C.A. 14367,24.8,,S,0
116109,3,"Carter, Alfred",male,64.0,0,0,,8.12,,S,0
116111,3,"Spaulding, Ernest",male,21.0,0,0,12061,12.42,,S,0
116112,3,"Barnas, Irving",male,20.0,0,0,12829,13.72,,S,0
116113,3,"Oneil, Ryan",male,19.0,0,0,11864,13.08,,S,0
116116,3,"Mccoy, Mark",male,40.0,0,1,10087,8.65,,S,0
116117,3,"Knight, Thomas",male,24.0,0,0,334475,12.08,,S,0
116119,3,"Mcnish, Clifford",male,19.0,1,0,24192,25.79,,S,0
116120,3,"Wilson, Reginald",male,58.0,1,2,22081,7.46,,S,0
116121,3,"Turner, Samuel",male,23.0,0,0,33483,9.4,,S,0
116122,1,"Sanderson, Wilburn",male,41.0,0,0,198598,8.69,A14411,S,0
116123,3,"Lepage, Randy",male,30.0,0,0,9379,10.1,A12615,S,0
116125,3,"Farrell, Dale",male,20.0,0,0,427429,11.6,,S,0
116126,1,"Chao, Danny",male,33.0,0,0,26622,17.15,A10052,S,0
116128,3,"Jarnigan, Gregory",male,42.0,0,0,450200,10.58,,S,0
116129,2,"Johnson, Charles",male,39.0,0,0,40386,15.08,,S,0
116132,1,"Lasher, David",male,31.0,1,2,23279,68.24,,C,0
116136,3,"Ronson, Charles",male,31.0,0,0,302723,13.82,,S,0
116137,3,"Moen, Robert",male,18.0,1,2,C.A. 337175,13.31,,S,0
116139,3,"Hall, Mark",male,26.0,0,0,4156193,6.72,,S,0
116140,3,"Kallenberg, Richard",male,23.0,2,0,325111,9.98,,S,0
116142,3,"Adan, James",male,27.0,0,0,24787,7.96,,S,0
116143,3,"Schroth, Joseph",male,16.0,0,0,10405,17.23,,S,0
116146,3,"Cross, Steven",male,35.0,0,0,W./C. ,12.35,,S,0
116147,3,"Stonestreet, Shawn",male,26.0,0,0,41309,20.34,A18333,S,0
116148,3,"Felder, Mathew",male,18.0,0,0,A. 432705,18.2,,S,0
116149,3,"Sholtis, James",male,22.0,0,0,8052,10.64,,S,0
116158,3,"Wilkinson, George",male,56.0,2,0,26016,80.17,,S,0
116159,3,"Baxter, Zachary",male,28.0,0,3,342100,65.58,,S,0
116160,3,"Torres, Adam",male,24.0,1,0,25820,5.56,,S,0
116161,3,"Picou, Christopher",male,23.0,1,0,431036,29.34,,S,0
116162,3,"Fomby, Russ",male,37.0,1,0,26616,,,S,0
116163,3,"Schwenke, Harold",male,19.0,0,0,,12.35,,S,0
116165,3,"Wilson, Riley",male,15.0,0,0,C.A. 7923,10.49,,S,0
116166,3,"Garcia, Erik",male,18.0,0,0,41622,13.72,,S,0
116171,3,"Yoho, Phillip",male,17.0,0,0,11543,10.68,,Q,0
116173,3,"Tinson, Robby",male,23.0,0,0,8952,15.19,,S,0
116175,3,"Tatar, Shawn",male,25.0,0,0,37078,14.32,,S,0
116176,3,"Hampton, Christopher",male,25.0,0,0,A. 448469,10.33,,S,0
116178,3,"Luckie, George",male,18.0,0,0,6228,17.5,,S,0
116179,3,"Nunez, David",male,6.0,1,0,12052,9.76,,S,0
116182,3,"Morris, Peter",male,37.0,0,0,468391,13.95,,S,0
116183,3,"Mclean, Ricardo",male,26.0,0,0,12554,7.32,A6157,S,0
116188,2,"Quezada, David",male,21.0,1,0,8317,12.65,,Q,0
116189,2,"Gonzalez, James",male,44.0,1,0,12420,6.21,,S,0
116190,3,"Collins, Gretchen",female,23.0,0,0,,10.34,F10429,C,1
116191,3,"Neal, Robert",male,24.0,0,0,12525,12.08,,S,0
116192,3,"Perez, Leroy",male,22.0,1,2,PP 471650,27.22,,S,0
116193,3,"Walker, Terrell",male,17.0,0,0,8714,12.59,,S,0
116194,3,"Obrien, Robert",male,25.0,0,0,F.C.C. 367116,7.09,,S,0
116195,3,"Amundson, Paul",male,22.0,0,0,F.C.C. 3981981,11.45,,S,0
116196,1,"Messick, Alyson",female,19.0,0,0,PC 22618,206.45,D22268,S,1
116197,3,"Morales, Howard",male,24.0,0,0,495545,11.7,,S,0
116198,3,"Moorehead, Sean",male,24.0,0,0,38622,11.5,,S,0
116201,3,"Rozier, Darrel",male,34.0,0,0,C 28792,8.19,,S,0
116203,3,"Draves, Gregory",male,23.0,1,2,18383,11.36,,S,0
116205,3,"Mcadoo, David",male,39.0,0,0,6872,9.02,,S,0
116206,3,"Roberts, Ronnie",male,57.0,0,0,9334,13.57,,S,0
116209,1,"Garcia, Krista",female,55.0,0,0,PC 25207,248.04,C6576,C,1
116210,1,"Ethier, Albert",male,61.0,0,0,40957,68.05,A13372,S,0
116211,3,"Draper, Roger",male,,0,0,A. 10232,8.63,,S,0
116213,3,"Zavala, Lisa",female,16.0,0,0,7609,16.88,,C,1
116214,1,"Curtis, Patricia",female,30.0,0,2,PC 29795,270.38,B14723,C,1
116216,3,"Thomas, Larry",male,28.0,0,0,323799,72.11,,S,0
116217,3,"Mendell, Kyle",male,59.0,1,1,200551,81.47,,S,0
116220,2,"Reaid, John",male,20.0,0,0,17199,13.98,,S,0
116221,3,"Yasutake, Tom",male,21.0,0,0,12003,9.43,,S,0
116222,3,"Bittner, Joe",male,30.0,1,0,12194,12.02,,S,0
116224,3,"Madeira, Milford",male,22.0,0,0,20343,40.9,,S,0
116226,3,"Collins, Julio",male,26.0,0,0,468787,13.17,,S,0
116227,3,"Yarmitsky, Karl",male,23.0,0,0,,10.94,F20672,S,0
116230,3,"Brawner, Mckinley",male,23.0,0,0,,7.84,,S,0
116232,3,"Baklund, Frederick",male,17.0,0,0,7817,11.97,,S,0
116233,3,"Turner, Christopher",male,38.0,0,0,32059,11.25,,S,0
116235,3,"Towle, Brian",male,21.0,1,2,C.A. 453815,12.16,,S,0
116238,3,"Bunnell, Anthony",male,55.0,0,0,40565,12.4,,S,0
116239,3,"Jackson, Stanley",male,55.0,0,0,3668019,12.77,,S,0
116240,3,"Luevano, Benjamin",male,41.0,0,0,14856,15.2,,S,0
116241,3,"Campbell, Douglas",male,17.0,4,2,A. 431018,10.18,,,0
116243,3,"Timmerman, Wendell",male,21.0,0,0,4026764,6.43,,S,0
116245,3,"Tuley, Richard",male,52.0,0,0,,8.45,,S,0
116246,3,"Mashburn, Thomas",male,4.0,4,1,A. 8589,67.23,,S,0
116247,3,"Pelfrey, Paul",male,39.0,0,0,4370899,11.89,,S,0
116250,1,"Schulte, Richard",male,17.0,1,0,344628,79.84,,S,0
116251,1,"Soler, John",male,28.0,0,1,208896,151.88,C19177,C,1
116253,3,"Smith, Marion",male,17.0,0,0,PC 28932,15.37,B14146,S,0
116254,3,"Moore, Michael",male,30.0,1,1,348482,7.63,,S,0
116258,3,"Prioleau, Kevin",male,38.0,0,0,19519,8.41,,S,0
116259,3,"Durbin, Jeffrey",male,33.0,1,0,10935,7.18,,S,0
116260,3,"Ferguson, John",male,24.0,1,0,431482,28.64,,C,0
116262,1,"Gainer, Cornelius",male,45.0,0,0,11146,10.38,A7884,S,0
116263,3,"Moore, Ted",male,28.0,0,0,35929,12.8,,S,0
116264,3,"Burke, Richard",male,24.0,0,0,9602,17.91,,S,0
116265,3,"Sheehy, Herbert",male,37.0,0,0,450366,12.05,,S,0
116269,1,"Oglesby, Jeff",male,31.0,0,0,447044,10.35,A14556,S,0
116272,3,"Manley, James",male,70.0,0,0,,8.22,,S,0
116275,3,"Butler, Anthony",male,27.0,0,0,22133,12.05,,S,0
116276,3,"Moore, Brian",male,34.0,0,0,424127,10.04,,S,0
116278,3,"Boswell, William",male,28.0,0,0,357010,8.78,,S,0
116279,3,"Turner, Wade",male,43.0,0,0,416118,9.52,,S,0
116281,3,"Lucero, James",male,33.0,0,0,4304973,13.82,,S,0
116282,3,"Brown, Jonathan",male,58.0,0,0,498545,6.78,,S,0
116286,3,"Jones, Julian",male,,0,0,29116,7.65,,S,0
116293,1,"Mcdonald, Douglas",male,38.0,1,0,30430,63.11,,S,0
116295,3,"Flores, Gregory",male,21.0,1,0,424536,6.52,,S,0
116296,3,"Howie, James",male,59.0,1,0,331594,9.89,,S,0
116301,3,"Tackett, Marvin",male,25.0,0,0,22609,6.34,,S,0
116303,3,"Osborn, Kevin",male,19.0,0,0,430024,24.97,,S,0
116305,1,"Valdez, Diane",female,37.0,0,2,PC 19849,239.75,C12138,C,1
116306,3,"Howard, Charles",male,31.0,0,0,209960,15.69,,S,0
116309,3,"Harmon, Michael",male,32.0,0,0,205144,9.07,,S,0
116311,3,"Killeagle, Glen",male,35.0,0,0,42396,11.98,,S,0
116314,1,"Cardoso, Alexander",male,30.0,0,0,410853,11.3,A4600,S,0
116316,3,"Fleming, Steve",male,27.5,8,0,A/4 418955,10.39,,S,0
116317,3,"Martin, Daniel",male,27.0,1,0,,10.39,,S,0
116318,1,"Meeks, Charlotte",female,28.0,0,0,SC/Paris 34725,15.17,C11912,C,1
116319,3,"Green, James",male,49.0,0,0,55719,71.8,,S,0
116320,3,"Richard, Justin",male,19.0,1,0,3920111,19.86,,S,0
116326,3,"Reed, David",male,24.0,0,0,45240,6.94,,S,0
116327,3,"Frederick, John",male,30.0,0,0,301990,6.54,,S,0
116328,3,"Johnson, Mark",male,30.0,1,0,9741,56.35,,S,0
116329,3,"Adamitis, Joseph",male,,0,0,41716,11.15,,S,0
116330,3,"Silver, Joel",male,45.0,0,0,391968,9.69,,S,0
116331,1,"Rakowski, Joseph",male,34.0,0,0,179647,64.95,,S,0
116332,2,"Britton, Tracy",male,31.0,2,2,22727,9.61,D21371,S,0
116333,3,"Talbot, Donald",male,30.0,1,1,206567,10.27,,S,0
116336,3,"Laster, Daniel",male,,0,0,186815,53.03,A14095,S,0
116340,3,"Wright, Jessie",male,36.0,0,0,F.C. 459949,10.95,,S,0
116341,3,"Beckett, Richard",male,29.0,1,0,21531,24.52,,S,0
116343,3,"Alonzo, Henry",male,23.0,1,0,15368,9.45,,S,0
116344,2,"Bratton, Robert",male,37.0,1,0,21154,12.41,,S,0
116345,2,"Ortega, Maria",female,50.0,0,0,9048,15.61,F20036,C,1
116347,3,"Wilson, Matthew",male,37.0,0,0,34514,62.01,,C,0
116349,3,"Melo, Tracy",male,22.0,0,0,414964,11.08,,Q,0
116351,3,"Weber, Kendall",male,29.0,1,1,19050,13.77,,S,0
116352,1,"Jimenez, Ronnie",male,25.0,0,0,22006,77.45,A9657,S,0
116354,3,"Thompson, Kelly",female,11.0,1,1,183031,36.96,F10640,C,1
116355,3,"Blair, David",male,22.0,1,9,PC 487865,28.94,,S,0
116357,3,"Gray, Keith",male,36.0,0,0,44457,33.93,,S,0
116358,3,"Martinez, Kenneth",male,30.0,1,0,SC/PARIS ,9.93,,S,0
116359,3,"Tidwell, Gary",male,5.0,1,2,13116,20.11,,S,0
116360,3,"Schepens, Benjamin",male,41.0,0,0,60452,10.96,,S,0
116361,3,"Kilbourn, Michael",male,20.0,0,0,PP 441088,8.0,,S,0
116362,3,"Tracy, Max",male,30.0,0,0,10541,9.9,,S,0
116364,3,"Pittman, Herbert",male,17.0,0,0,40354,5.81,,S,0
116365,3,"Allen, Ron",male,25.0,0,0,13688,9.01,,S,0
116366,3,"Finnegan, Cheryl",female,20.0,0,0,9485,33.26,,C,1
116367,3,"Webb, Hector",male,23.0,4,0,A. 15167,7.17,,S,0
116370,3,"Hill, Jose",male,35.0,0,0,28382,24.26,,S,0
116373,1,"Josselyn, Scott",male,26.0,0,0,184517,65.95,A19679,S,0
116374,1,"Kelsey, Emmett",male,40.0,1,2,464660,62.77,A6199,S,0
116376,3,"Edwards, Robert",male,49.0,1,0,3756469,24.03,,S,0
116377,3,"Puckett, Edward",male,54.0,4,2,A. 9051,7.68,,S,0
116379,3,"Hyden, Raul",male,1.0,1,2,A/5. 458331,12.39,,S,0
116381,3,"Stewart, Jeffery",male,24.0,1,2,395902,25.01,,S,0
116384,1,"Burcham, Michael",male,,0,0,12903,50.53,A8209,S,0
116385,3,"Weinbauer, Richard",male,21.0,0,0,282774,10.11,,S,0
116388,3,"Lockhart, Timothy",male,26.0,0,0,27291,22.51,A9358,S,0
116389,3,"Weiser, Peter",male,26.0,0,0,29955,11.2,,S,0
116392,3,"Morales, Jaime",male,24.0,0,0,3962757,47.54,,S,0
116393,3,"Mcirvin, Gordon",male,24.0,0,0,10644,30.61,,S,0
116395,3,"Crisp, Clifford",male,19.0,0,0,46270,10.99,,S,0
